Author,Rating,Title,Content,Version,Date
muftirizaldi,1,Tidak ber-etika,"- istri saya tidak bisa ambil foto untuk ganti kelas faskes

- sewaktu telfon, CS nya terburu2 mau mengakhiri percakapan, ketika di tanya jawabannya ""iyaahhhh"" seperti malas & emosi.",4.13.1,2025-08-12T06:01:45-07:00
nuraini5363,1,VERMUK TOLONG DIBENAHI ORANG SAKIT MLH DIBIKIN SUSAH,INI NIAT MEMBANTU RAKYAT GA SIH VERMUK WAJAH SUSAH BGT KALO APK BLM JADI GAUSA DIKELUARIN DULU BENERIN DULU LAGI SAKIT VERTIFIKASI WAJAH DIPERSULIT TAMBAH SAKIT NIH UDH SEJAM DIDEPAN KAMERA UDH GELENG” KEDIP SAMPE SENYUM GA NGARUH SAMA SEKALI TOLONG SEGERA BENAHI,4.13.1,2025-08-04T04:13:26-07:00
nuraini5363,1,VERMUK TOLONG DIBENAHI ORANG SAKIT MLH DIBIKIN SUSAH,INI NIAT MEMBANTU RAKYAT GA SIH VERMUK WAJAH SUSAH BGT KALO APK BLM JADI GAUSA DIKELUARIN DULU BENERIN DULU LAGI SAKIT VERTIFIKASI WAJAH DIPERSULIT TAMBAH SAKIT NIH UDH SEJAM DIDEPAN KAMERA UDH GELENG” KEDIP SAMPE SENYUM GA NGARUH SAMA SEKALI TOLONG SEGERA BENAHI,4.13.1,2025-08-04T04:13:26-07:00
Nzzz...,1,bad jkn,kerjaan nya pegawai bpjs apa sih?! dari pegawai sampai aplikasi kok pelayanan nya buruk semua..bubar saja kalo ga becus,4.13.2,2025-09-07T16:25:22-07:00
Arifstypyra,1,Verifikasi wajah gabisa bisa tolong di benerin,Tidak bisa,4.13.1,2025-08-13T09:02:55-07:00
Dikconok,3,TIDAK BISA LOGIN,Saya tidak bisa login u/ mengambil antrean. Saya memakai iPhone 7 di iOS 15.8.4. Sebelumnya bisa. Please fix. Tks.,4.13.2,2025-08-22T17:23:14-07:00
MagicCat1303,1,Hufttt,Disuruh verifikasi muka tapi ga bisa access kamera gmn tau ini aplikasi. Sumpah ga ngerti sama pengembangnya,4.11.2,2025-07-20T08:29:26-07:00
rrrrr3nnn,2,lolaaaaaa,susah banget sih mau identifikasi biometrik,4.13.1,2025-08-03T07:59:24-07:00
Bala2@“,1,Wajah tidak terdeteksi,Mau identifikasi wajah aja susahhh. Udah berjam-jam wajah saya tidak terdeteksi padahal kamera hp saya jernir pakai IP 13,4.13.1,2025-08-16T20:36:43-07:00
Rfy0051,1,Aplikasi tolol verif foto kaga bisa,Gmna coba verif foto kaga bisa bisa udah ulang ulang 10 kali keluar masuk tetep aja kaga bisa bisa verif apliasi tolol buang buang anggaran doang,4.13.1,2025-08-14T18:41:27-07:00
MaitriDewi,1,biometrik,biometrik ga fungsi. wajah udah sesuai kotak aja msh gak ke detect.,4.13.1,2025-08-05T16:44:03-07:00
Ketepas,2,Tidak bisa akses kamera,"Aplikasi tidak mendeteksi kamera untuk diberi akses, aplikasi buruk.",4.13.2,2025-09-10T00:18:48-07:00
mayanali,4,Proses perubahan status,"Proses perubahan status menggunakan auto debit Bank Mandiri tidak bisa dan sudah dilakukan pengaduan tapi tidak membantu dan solusi yg diberikan tidak simple sehingga harus merubah auto debit dgn BCA. 
Harusnya semua bank di permudah proses pendaftaran auto debitnya.",4.13.1,2025-08-03T00:14:41-07:00
onalohy,5,Puskesmas waai,"Pelayanannya sangat baik, petugas ramah",4.11.2,2025-07-23T19:56:28-07:00
orang lagi nanya,4,butuh jawaban,kenapa setiap mau daftar pas udh bagian muka selalu gabisa???,4.13.1,2025-08-17T03:12:24-07:00
Yudi H,1,kode otp gak masuk,mau daftar nungguin kode otp dikirim ke email gak masuk2 sampe diulang2 tetep gak ada email kode otp niat gak sih bikin aplikasi,4.13.1,2025-08-02T02:02:43-07:00
Faizal Romadhon,1,Sampahhh!,"Otp gk masuk2 gila emang, login sudah benar semua tapi tidak bisa masuk2!",4.13.2,2025-09-06T21:09:16-07:00
hai warga,3,keluhan,"rewel bangett tiba tiba log out sendiri,mau log in malah katanya salah sandi padahal uda bener sesuai sama catatan,sedih bangettt lagi sakit di buat pusing gini 😥😥",4.11.2,2025-07-26T08:14:37-07:00
intan rosdiawati,1,Aplikasi jelek bgt. Masa ga bisa masuk kalo ga bayar,Sumpah aplikasinya busuk bgt. Pemaksaan harus bayar. Padahal udah dibatalin gabisa,4.11.2,2025-07-19T06:22:52-07:00
nensquy,1,keluhan,"aplikasinya cacat masa gabisa verifikasi data terus aneh, aplikasi pemerintah bisanya nyusahin. yang bener dong bikin aplikasi, kalah sama apk pinjol",4.13.1,2025-08-02T08:17:31-07:00
Ariarbitya,5,Verifikasi wajah frista,"Mau ganti faskes aja verifikasi wajah gak jalan, mending gausah dipaksakan kalau memang aplikasi belum siap. Mau ganti faskes jadi sangat repot.",4.13.2,2025-08-27T20:27:43-07:00
Siapa tah siapa,2,verifikasi wajah bermasalah,perbaiki verifikasi wajah,4.13.1,2025-08-02T01:16:25-07:00
AjengDRAD,1,Mau pindah faskes minta diaktifkan kamera tetapi tidak ada pilihan kamera 🙂🫵🏻,Akses ke kamera gak ada pilihannya 🙂 minimal kalo buat app tu dicoba sndiri dulu masuk akal apa gak perintahnya aneh banget,4.13.1,2025-08-14T04:46:49-07:00
Andrapuva,1,GAKJELAS,"Demi apapun!! Aplikasinya kayaknya kurang komunikasi deh sama pegawai puskesmasnya.. udh daftar dpt antrian pertama, ehh ga guna.. udh 1 jam nunggu, blm juga dipanggil malah keduluan sma pasien2 yg daftar offline.. tau gitu buat apa daftar di online trus dpt antrian no. 1 ? Gunanya apa? Kalo ujung2nya disuruh nunggu",4.13.2,2025-08-24T19:52:15-07:00
im buds,5,Ulasan,Sangat membantu,4.11.2,2025-07-21T05:46:33-07:00
Gulqvist,1,Ampun,Ampun kak,4.11.2,2025-07-21T20:43:09-07:00
TOWNYSTARK,3,gabisa ganti faskes,"tolong dong benerin app nya, aku gabisa ganti faskes, nyantol waktu verifikasi muka",4.13.1,2025-08-13T04:09:44-07:00
Verry syn,1,Bug,Tidak bisa login 6s plus,4.13.2,2025-09-01T02:02:31-07:00
kok salah semua kocakk,3,Keluhan,Sumpah kalian sengaja buat aku mati yaa? Udah dua hari gak bisa login!! Aku nau berobat gaj bisa lohhh tolong lagh,4.13.2,2025-09-03T18:41:24-07:00
bg pal,1,Sistem,"Disuruh verifikasi wajah tapi nga terverif2, padahal udah mgikutin petunjuk segala macam.",4.13.1,2025-08-05T05:06:12-07:00
Jimmy crypto,1,TIDAK BISA DAFTAR VERIF WAJAH,"Aplikasi tol*l mau daftar verif wajah aja gabisa-bisa, gimana mau daftarnya tol*l, gabisa buat aplikasi ya gblk, uninstal kasi bintang 1 aplikasi tllol ini",4.13.1,2025-08-16T22:20:47-07:00
Said Agung,1,Face recognition,"Aplikasi sangat buruk, face recognition tidak berfungsii, wajah sudahh terletak pada kotak yg desediakak tapi tetap saja tidak bisa diproses. DAN TIDAK ADA TOMBOL BANTUANN, saya butuh untuk kerjaan tapi aplikasi ini mengecewakan….",4.13.1,2025-08-19T20:42:38-07:00
Herwanto15,1,Sulit login,"Mau login aja langsung diminta untuk daftar auto debit, kalo g daftar auto debit tidak bisa login",4.11.2,2025-07-20T00:30:20-07:00
Widiastuti,1,Parah,"Saya mau update data tp ga bs ktnya filenya terlalu besar padahal hrsnya max 3MB, ini file sy hanya 2.5MB ga bs. Trs mau masukin data yg lain ga bs. Bingung wooooiio, padahal hrsnya dengan aplikasi jd lbh mudah. Ini malah susah banget.",4.13.1,2025-08-21T06:24:07-07:00
Indrimansyur,1,Verifikasi diri tidak bisa,Apa si masa aku gabisa verifikasi data,4.13.2,2025-09-02T21:32:32-07:00
Yofffghjiygdessfh,1,Goblok,Aplikasi goblokkk varifikasi wajah gamau tolol,4.13.1,2025-08-05T21:00:16-07:00
tio---,2,pendaftaran,sistem kamera tidak bisa,4.13.1,2025-08-13T22:11:20-07:00
abcdkaihak,1,",","gak bisa verifikasi wajah!! alhasil saya gabisa daftar,pdhl penting banget,,skrng ijin sakit diperusahaan hrus sudah dftr aplikasi ini,kalau belum ga bisa verifikasi skd dan gaji terpotong",4.13.1,2025-08-06T15:29:10-07:00
H.Agung P,5,Aplikasi Layanan Kesehatan,Sangat membantu untuk penggunaan fasilitas kesehatan dari BPJS.,4.13.2,2025-08-26T03:05:53-07:00
SPUSSY,1,ASTAGA APK KALO YG BUAT PEMERINTAH PASTI ADA AJ KENDALA NYA,RIBET,4.13.1,2025-08-02T01:30:39-07:00
SangGigas,1,Aplikasi tolol,Login ke pemindai muka ga bisa”,4.13.1,2025-08-05T00:58:10-07:00
huuuhiiiii,5,Ok,Terimakasih,4.13.2,2025-09-08T21:42:56-07:00
Shemaru,1,Verifikasi ga respon,"Verifikasi wajah gabisa bisa, ga gagal ga berhasil jg diem aj bgitu ga ada respon, udh pake hp lain sama ga bisa juga, ga jelas aplikasi pemerintah kerjanya",4.13.1,2025-08-03T19:17:59-07:00
Soknotorobotono,1,Protes dengan tidak benar nya aplikasi,"Ini yang buat aplikasi bisa buat aplikasi atau tidak , verifikasi wajah aja kagak bisa terus aplikasi tolol",4.13.1,2025-08-19T20:25:44-07:00
sayabuded122,1,verifikasi wajah,"HP IP 11 susah verifikasi wajah , apakah harus saya beli Kamera nikon ?",4.13.1,2025-08-10T20:23:15-07:00
wawams,1,emosi,"giliran vermuk gabisaa,gimana sih ini???!!!!!!!!",4.13.1,2025-08-07T20:18:55-07:00
Mochamadtaufiqazri,5,mantapp,sangattt membantu,4.13.2,2025-08-28T00:45:24-07:00
misterEga,1,Suraat rujukan,Tidak bisa melihat surat rujukan,4.11.2,2025-07-23T03:49:36-07:00
tigaputra,1,Verif Muka error!,Update dong gimana ini ga bisa ganti faskes,4.13.1,2025-08-19T07:53:48-07:00
ennikkk03,3,Tidak bisa ambil antrian,"Mau ambil antrian tulisannya gagal terhubung ke server ,dicba lagi tulisan tidak bisa ambil antrian lebih dari 1x padahal nmr antrian blm keluar,hbis update malah gak jelas",4.13.1,2025-08-08T17:34:24-07:00
Sjjsnsnnsjd,1,Vendor murahan,Banyak banget bug nya. Wajah saya gak ter verifikasi verifikasi. Padahal udah didalam kotaknya,4.13.1,2025-08-11T19:50:57-07:00
Nopita rahmadani,5,Susah mendaftar,Sken wajad hampir dua jam sampai naik asam lambung,4.13.1,2025-08-13T20:45:58-07:00
pasya11,2,login,kenapa susah sekali mendaftar,4.13.1,2025-08-19T06:25:16-07:00
sued05,1,GAGAL DAFTAR,"Sistem verifikasi wajah tidak bisa digunakan, wajah sudah jelas tidak menggunakan kacamata, masker, cahaya sudah baik, dll. Aplikasi tidak siap digunakan, mau daftar saja tidak bisa",4.13.1,2025-08-21T10:09:52-07:00
tigaputra,1,Verif Muka error!,Update dong gimana ini ga bisa ganti faskes,4.13.1,2025-08-19T07:53:48-07:00
orang lagi nanya,4,butuh jawaban,kenapa setiap mau daftar pas udh bagian muka selalu gabisa???,4.13.1,2025-08-17T03:12:24-07:00
khumala asvia,1,"Sebenarnya ini aplikasi bagus, semua detail.","Tapi sering log out sendiri. Dan kalau mau log in susah. NIK belum terdaftar lah, atau ga sesuai. Padahal udah di cek betul betul dan ga ada yang salah. Ribet tau. Coba di perbaiki, kenapa bisa log out sendiri tiap bulan harus log in, yang terlalu ribet prosesnya",4.11.2,2025-07-27T23:14:13-07:00
Robbbbzzzz,2,Eror,"Buka aplikasi terus mau check kartu bpjs tidak bisa muncul, susaahhh",4.13.2,2025-08-21T19:14:22-07:00
Okeyyan,1,Gabisa daftar,Mau daftar tapi pas verifikasi wajah malah ga bisa udah nyoba beberapa kali masih gabisa,4.13.1,2025-08-05T18:34:59-07:00
Boni Barros,5,Aplikasi M-JKN,Terbaik aplikasi ini dan sangat membantu kami sebagai peserta bpjs,4.13.1,2025-08-05T01:21:53-07:00
AOQUDU,1,APK SAMPAH SOK PAKE SCAN WAJAH TAPI GAJELAS,KALO GA BECUS BUAT TEKNOLOGI GAUSA SOK DI BUAT BIAR KEREN KOCAKK 😡🤬,4.13.1,2025-08-04T20:56:55-07:00
M radho f,5,pemindahan,mudah tidak di persulit bagus mantap,4.11.2,2025-07-24T06:33:59-07:00
rrrrr3nnn,2,lolaaaaaa,susah banget sih mau identifikasi biometrik,4.13.1,2025-08-03T07:59:24-07:00
ang.!!,1,Tidak Bisa Di Akses,"Awalnya saat menggunakan layanan untuk Daftar Fakses 1, muncul notifikasi *Mohon Maaf, Coba lagi Beberapa saat lagi* 

Akhirnya saya Hapus dan Instal lagi, Sekarang malah tidak bisa log in. Ketika klik Masuk dg NIK / Biometrik. Hanya Loading tetapi tidak Log In. 

Mohon diFix kan.",4.13.2,2025-08-28T00:32:38-07:00
saraaa0793,1,Cape bgt mau verifikasi wajah ga bisa,Mau ganti faskes kehalang verifikasi wajah dah bolak balik instal uninstall tetep ga bs. Liat review emg kacrut ini apps ternyata,4.13.1,2025-08-04T03:46:32-07:00
Aaaannggggiii,1,Tidak bisa DAFTAR,"Gila ya memang aplikasi tolol, disuruh verifikasi wajah tapi gak ada keterangan harus gimana udah berbagai sisi berbagai cara masih aja gak ada respon aplikasinya. Kalo ga bisa bikin aplikasi gak usah bikin deh, NGEREPOTIN",4.13.1,2025-08-04T20:23:50-07:00
ldio2312,1,Problem Ganti Faskes,"ganti faskes ga bisa, malah stuck di face recognation. TOLONG PERBAIKI",4.13.2,2025-09-01T06:40:48-07:00
andrian yorlan,1,Apk aneh,Masa rekam wajah ga bisa bisa,4.13.1,2025-08-04T00:51:47-07:00
SayurSop,1,Kelakuan pemerintah pantek,"Pemerintah jangan sok soan bikin aplikasi lagi lah, udah pake duit rakyat, anggaran ngga masuk akal, hasil kaya gini
Kalo ada aplikasi buatan pemerintah ngga pernah ada yg bener",4.11.2,2025-07-31T10:36:28-07:00
ahkeponih,1,Gak jelas,Aplikasi gak jelas,4.13.1,2025-08-11T17:27:03-07:00
Aullaja,1,Perbaiki di bagian mwnu daftar ge jelas,"Bagian sistem indentifikasinya ga jelass mau apa, udah simpam wajah bagian kotak ga twrjadi apa”",4.13.1,2025-08-05T19:57:46-07:00
Spicyxxxxxx7,1,Dengarin kritik semua org min,Min gimana sih ini aplikasi nya org lagi sakit mau rujuk daftar nya gak bisa di bagian cocokan muka gimana sih???,4.13.1,2025-08-19T00:19:15-07:00
TOWNYSTARK,3,gabisa ganti faskes,"tolong dong benerin app nya, aku gabisa ganti faskes, nyantol waktu verifikasi muka",4.13.1,2025-08-13T04:09:44-07:00
Spicyxxxxxx7,1,Dengarin kritik semua org min,Min gimana sih ini aplikasi nya org lagi sakit mau rujuk daftar nya gak bisa di bagian cocokan muka gimana sih???,4.13.1,2025-08-19T00:19:15-07:00
tsinjal,1,Bug,Face recognition didn’t work when you’re going to register,4.13.1,2025-08-18T19:02:08-07:00
lativ yang selalu disakiti,1,Aplikasi tai,Verifikasi ribet anjing! Susahnya minta ampun! App TOLOL,4.13.1,2025-08-07T21:37:17-07:00
Yustisi daeli,5,Ulasan,Pelayanan pendaftaran online berjalan lancar dan baik.,4.13.1,2025-08-19T07:34:40-07:00
User Kuliahan,1,Tidak bisa verifikasi wajah,"Diawal udah dibuat kesel sama nih aplikasi, udah mau daftar trus pas sesi verifikasi wajah malah gaada respon, udah cocokin wajah di kotaknya masih ga keproses, sampe geleng"" sampe melet"" pun masih tetep gabisa, trus maunya apa???",4.13.1,2025-08-18T20:09:10-07:00
gustoet,5,Hidup Sehat,Sangat bermanfaat keluarga,4.13.2,2025-09-07T10:24:28-07:00
calthze,2,verif wajah,"mau pindah faskes haru verifikasi wajah, tapi wajahnya ga terdeteksi. padahal udah lepas kacamata, di tempat yang terang, tapi tetep ga kebaca.",4.13.1,2025-08-09T04:29:33-07:00
Mugan_,1,TIDAK ADA PILIHAN FACE RECOGNITION,Mau ganti faskes diminta face recognition tapi di Iphone tidak ada setting aplikasi untuk face recognition.,4.13.2,2025-08-28T04:22:49-07:00
zeaalzh,1,pendaftaran ribet,"pas aku mau daftar kan harus input data wajah ,masa ga ada tombol buat take nya, terus ga ada perubahan warnanya merah terus, bener bener ngeselin aplikasinya",4.13.1,2025-08-12T07:20:43-07:00
ajgskwodbska,1,Busuk,"APP TOLOL, SEMUA APP YG PUNYA PEMERITNAH PASTI GK ADA YG BENER!! KNTL!!!!",4.13.2,2025-08-26T21:20:43-07:00
akbar101010,4,Kamera,Kenapa dipengaturan aplikasi gak ada pengaktifan kamera ya,4.11.2,2025-07-13T18:25:49-07:00
Foxynne,2,perekaman wajah gak berfungsi,mau ganti faskes secara online tapi buat proses perekaman wajah gak berfungsi,4.13.1,2025-08-17T19:10:46-07:00
bdidnsbdjxnx dxmx,1,ribet,fitur perekam wajah gak jelas pdhal udah sesuai posisi mukanya,4.13.1,2025-08-19T20:37:56-07:00
teh sasa,5,bpjs,"pelayanan sangat baik, nyaman",4.13.2,2025-08-27T19:34:28-07:00
widya95,1,Verifikasi Wajah,"Verifikasi wajah susah, harus coba berkali-kali",4.11.2,2025-07-25T22:19:34-07:00
Asni8351,1,Tidak bisa verifikasi wajah,Min… kenapa untuk memverifikasi data pendaftaran kameranya tidak ada merespons sama sekali padahal sudah diulang berkali-kali dilain waktu dan wifi yang berbeda juga menggunakan kamera hp yang bagus,4.13.1,2025-08-11T23:52:56-07:00
gjocelinee,1,Verifikasi wajah,gimana ya di ulang berkali2 tp verifikasi wajahnya gabisa dan lama. saya bingung hrs gmn,4.13.1,2025-08-09T23:54:02-07:00
Ariarbitya,5,Verifikasi wajah frista,"Mau ganti faskes aja verifikasi wajah gak jalan, mending gausah dipaksakan kalau memang aplikasi belum siap. Mau ganti faskes jadi sangat repot.",4.13.2,2025-08-27T20:27:43-07:00
roy winandra,5,kemudahan,sangat bermanfaat,4.11.2,2025-07-18T16:58:09-07:00
Aidachani,4,Scan wajah,"Susah pakai scan wajah, saya mau mindahin faskes orang tua saya . Karena orang tua saya tidak bersama saya jadi susah",4.11.2,2025-07-15T02:07:05-07:00
dsyml,1,tidak bisa verifikasi,"gagal mulu verifikasi udah coba di hp yang berbeda tetep aja sama gabisa, offline tulisannya padahal kuota saya masi ada dan sinyal bagus.",4.11.2,2025-07-10T20:56:11-07:00
ihsankmil,1,Gagal verif,"Pemerintah kalo bikin aplikasi sampah semua hasilnya, buat pengembangan aplikasinya pada di korupsi",4.11.2,2025-07-28T19:13:11-07:00
pterrrq,1,Sneh,Server sering eror jaringan bagus tapi gabisa daftar aneh,4.11.2,2025-07-31T08:36:57-07:00
indra dewan,1,fitur tidak sesuai,aplikasi yang buruk verifikasi wajah tidak bisa saat pendaftaran,4.13.1,2025-08-21T01:07:39-07:00
kieltrg,1,Permohonana,"Kenapa tidak bisa pindah faskes, karena Face Id Merah terus jadi harus bayar normal, percuma harus bayar setiap bulan. Tolong IT BPJS / JKN ditegur keras",4.13.1,2025-08-21T00:06:29-07:00
Faye Lune 27,1,Frista nya ga bener,"Plis dari bulan kemaren mau ganti faskes 1 gabisa, padahal dulu tinggal ganti aja terus done. Boleh ga si diapus aja frista nya kalo sistemnya masih buruk? Kan jadi merugikan.",4.13.1,2025-08-04T20:48:02-07:00
3YEJ1X4K,1,gagal verifikasi wajah,"selalu gagal pas verifikasi wajah, kotaknya merah terus, knp ya?",4.13.1,2025-08-21T05:56:12-07:00
Tyyysonn,1,Aplikasi kont,"Aplikasi taikkk !!! Katanya memudahkan masyarakat tapi verifikasi nya susah kayak daftar polisi,, eh iya sama sama dari pemerintah ya ,, kecewa hidup sekali menjadi WNI",4.13.1,2025-08-19T06:44:52-07:00
Mochamadtaufiqazri,5,mantapp,sangattt membantu,4.13.2,2025-08-28T00:45:24-07:00
Silalashi,1,Kritik,"Ini bagaimana cara daftarnya??
Sudah beberapa kali verifikasi foto ga bisa-bisa. Ada solusi lain tidak?",4.13.1,2025-08-19T17:49:54-07:00
tio---,2,pendaftaran,sistem kamera tidak bisa,4.13.1,2025-08-13T22:11:20-07:00
Yudi H,1,kode otp gak masuk,mau daftar nungguin kode otp dikirim ke email gak masuk2 sampe diulang2 tetep gak ada email kode otp niat gak sih bikin aplikasi,4.13.1,2025-08-02T02:02:43-07:00
bintangtang,1,Scan wajah tidak berguna,"Tolong banyak belajar dari Aplikasi pihak Swasta, dari segi kualitas aplikasi jauh dari yang diharapkan, malah mempersulit pengguna",4.13.1,2025-08-18T17:14:23-07:00
Worryworth,1,login button,Ga bisa log in.. ga jelas 🗿,4.13.2,2025-08-25T04:51:06-07:00
yulianasartika,3,Rehab,"Saya mau mengajukan program rehap ko g bisa ya, disuru aplikasi rehap keversi terbaru, itu mksd nya gimna ya???",4.11.2,2025-07-21T21:36:40-07:00
SayurSop,1,Kelakuan pemerintah pantek,"Pemerintah jangan sok soan bikin aplikasi lagi lah, udah pake duit rakyat, anggaran ngga masuk akal, hasil kaya gini
Kalo ada aplikasi buatan pemerintah ngga pernah ada yg bener",4.11.2,2025-07-31T10:36:28-07:00
D412GO,5,pelayanan,sangat memudahkan pasien,4.11.2,2025-07-12T20:40:11-07:00
Diananer,1,Gagal Verfifikasi Wajah,Coba log in katanya belum terdaftar yaudah coba daftar. Pas daftar disuruh verifikasi wajah tapi gak bisa bisa. Jujur ini aplikasinya bener bener gak guna. Daripada uang yang dipake buat bangun aplikasi ini jadi sia-sia mending ganti vendor atau gak usah ada aplikasi ini sekalian.,4.13.1,2025-08-09T19:57:17-07:00
Aris setiawan,5,Login susah,Susah login padahal kemarin mudah,4.13.1,2025-07-31T20:20:22-07:00
This Guy is already taken,1,Verifikasi wajah tidak bisa,Mencoba mendaftar selalu tidak bisa vetifikasi wajah,4.13.2,2025-08-23T22:41:52-07:00
hxhxvxjkwkakamzbshqiau,1,Apk blahbloh,Apk tolollll ngabisin angaran aja,4.13.1,2025-08-06T06:51:03-07:00
Japra7753,1,Layanan,App ngentot,4.13.1,2025-08-10T08:56:24-07:00
f4rh4nn,1,gbisa daftar!!,"gabisa verifikasi wajah woyyyy, tolong dibenerin lah, gue dah nungguin dari selasa belom bisa2",4.13.2,2025-08-23T01:15:17-07:00
Bu Salsa,1,GA BAGUS,Minimal app dipastikan bisa membantu masyarakat lah bukan malah menyusahkan & meribetkan!!!,4.11.2,2025-07-16T18:25:55-07:00
Elv1183,1,Bayar trus tiap bulan pelayanan di kota jambi buruk,Bayar trus tiap bulan pelayanan di kota jambi buruk,4.11.2,2025-07-11T23:04:07-07:00
FNA260101,1,Verifikasi Wajah Lambat,"Mau daftar pun sulit, aplikasi belum siap luncur. Masa daftar aja lama banget gak bisa bisa. Typical app pemerintah selalu bobrok.",4.13.1,2025-08-04T23:15:13-07:00
Zln17,2,App yg tidak memudahkan,"Mau dftr aja susah ny mintaammpuunn yatuhan. Udh ku ssuaikan tata letak wajah di dlm frame, TAPI GA MULAI2 di SCAN. Gda tmbol, gada tanda ap2 . Buriiiqq

App indo smua gada yg beres mmg",4.13.1,2025-08-16T20:43:55-07:00
masyarakat.,1,aplikasi buruk,aplikasi sangat buruk,4.13.1,2025-08-03T04:42:02-07:00
Taring32,1,Tidak bisa daftar,"Di aplikasi tidak bisa mendaftara, malah di sarankan ke kantor langsung, jadi buat apa ada aplikasi?",4.13.2,2025-09-08T16:09:29-07:00
xxyagan,1,Aplikasi Tidak Bisa Diakses,"Aplikasi sangat tidak jelas!!
aplikasi malah mempersulit bukan mempermudah. proses pendaftaran stuck pada saat pengambilan gambar tidak ada kemajuan!!!",4.13.1,2025-08-12T02:37:21-07:00
Yuda80,1,Kok scan wajah ngak bisa,Ini kenapa scan wajah ngak bisa perbaiki lah buru buru ini,4.13.1,2025-08-06T22:38:51-07:00
Gregorius bila,1,TIDAK BISA DAFTAR AKUN,"Saya sudah coba beberapa kali untuk daftar akun, tapi selalu keterangannya nomor telfon sudah pernah di pakai peserta lain. sedangkan ini baru mau daftar udaa nggak bisa, mohon infonya terkait kendalanya. terima kasih🙏🏻🙏🏻🙏🏻",4.11.2,2025-07-30T06:42:47-07:00
rkzey,1,saran,TOLONG YA DIPERBAIKI ! jangan menyusahkan bisa ga sih? mau verifikasi wajah aja gabisa! udah berkali-kali dicoba! aplikasi itu jangan dibuat menyulitkan. tolong diperbaiki bagian verifikasi wajah,4.13.1,2025-08-05T19:04:58-07:00
ireneyuliana6,2,Ganti faskes,"Mau ganti faskes melalui app dan hrs vermuk tp permintaan akses app ke kamera tdk ada, bagaimana ini",4.11.2,2025-07-09T23:01:59-07:00
Raditiya12,1,Verifikasi wajah dh ku liat yt liat tiktok car cara nya pun tdk bisa tdk ada opsi sms ato telp,Verifikasi wajah dh ku liat yt liat tiktok car cara nya pun tdk bisa tdk ada opsi sms ato telp bisa ga seh bikin yang bener verif nya aneh mau daftar aja di persulit mana verifikasi nga jelas padahal lagi butuh min di bagusin dlu baru terjun rilis aplikasi ga jelas ini,4.13.1,2025-08-12T06:43:40-07:00
Rocker dock,1,Sistem Frista Tidak berfungsi dengan benar di iphone,"Saya mau merubah lokasi faskes, namun setelah semua proses input data kemudian masuk fase sistem Frista dan meminta mengakses kamera, tapi setelah di berikan akses, aplikasi merestart dan semua proses berulang, gitu terus sampe gila

Istri saya download untuk daftar baru, namun sampe fase Frista untuk menginput biometrik wajah, aplikasi tidak merespon dan mengambil foto sebagaimana mestinya, jika di batalkan proses berulang lagi dari awal, 
Aplikasi pemerintah emang sampah",4.13.1,2025-08-10T22:39:39-07:00
Mau lu apa sih anjeng,1,Aplikasi gajelas,"pemerintah kalo bikin sistem buat rakyat yang bener lah,bikin aplikasi gini aja ngga becus eror mulu,yang pegang server ngga niat kerja",4.11.2,2025-07-31T03:48:21-07:00
Yg teraniyaya,1,Permuk sulit,Permuk nya sangat sulit kamera nya ga kaya cermin,4.13.1,2025-08-09T21:00:47-07:00
Mau lu apa sih anjeng,1,Aplikasi gajelas,"pemerintah kalo bikin sistem buat rakyat yang bener lah,bikin aplikasi gini aja ngga becus eror mulu,yang pegang server ngga niat kerja",4.11.2,2025-07-31T03:48:21-07:00
GRAB ON ROAD,1,JKN ANJING,TOLOL ANJING BANYAJ BUG NGENTOT,4.13.2,2025-08-31T17:29:41-07:00
babyyulk,2,Customer Service need to be fixed,CS call in apps need to be fixed. I want to use it but can’t be use. only display blank space,4.13.2,2025-09-08T20:37:36-07:00
FNA260101,1,Verifikasi Wajah Lambat,"Mau daftar pun sulit, aplikasi belum siap luncur. Masa daftar aja lama banget gak bisa bisa. Typical app pemerintah selalu bobrok.",4.13.1,2025-08-04T23:15:13-07:00
ThelitaGodwin,2,ga bisa login,"selalu mental terus, padahal log out juga ga. sampah ah",4.11.2,2025-07-20T23:14:49-07:00
Pengguna62,1,Gagal verif,"Udh dicoba 3 hari pagi siang malam sllu ngestuck di verif wajah, ttp merah dan diem aja gitu gk ada pemberitahuan apa2, bikin kesel ini apk",4.13.1,2025-08-20T22:40:21-07:00
Are if Hi,1,Verifikasi Wajah,Kenapa sulit sekali?,4.13.1,2025-08-14T22:49:05-07:00
JS Raksanata,1,Verifikasi Wajah,"Saat ada perubahan data, sangat sulit melakukan verifikasi wajah, sudah dicoba beberapa jam dalam beberapa hari, aplikasinya sama sekali tidak merespon, hanya kotak merah yang sama sekali tidak bergerak, tolong diperbaiki min, ini kan project mahal ya",4.13.1,2025-08-03T00:58:34-07:00
ananpdl,2,Notifikasi- Pop up Tagihan & Status,"Tolong di maintenance & diperbaiki lagi, setiap sudah bayar tagihan tapi tampilan selalu muncul nonaktif & muncul notifikasi bayar tagihan. sampai di bulan"" berikutnya.",4.13.2,2025-09-09T20:49:04-07:00
