author,rating,content
Pengguna Google,5,Sangat membantu
CHRIST YOHANES,5,Sangat membantu dan beradab...
Pengguna Google,1,"kode verifikasi email kok ga masuk2 pas ubah kelas???? trus cuma di kasih waktu 4 menit kode verifikasix, udah di refresh ga ada email masuk.. akhirx cuma muncul tulisan coba lagi,, mmngx ini undian.."
Rizma & Falisha chanel,5,"Sangat membantu sekali,,"
Pengguna Google,2,Percuma tidak bisa dimanfaatkan di klinik kimia farma..padahal bisa digunakan namun sampai kliniknya ditolak masih manual sesuai kedatangan
WIJAYA HALIM (JAY),1,"Tolong ditingkatkan ,masa saya udah ubah data peserta ,tapi didata masih belum terubah"
Hendra Wang,2,"Tolong diperbaiki aplikasi nya mau tambah anggota keluarga tidak bisa, selalu notice tidak sesuai ktp padahal semua sudah benar"
Opik Tunru84,4,Kenapa Perubahan Alamat tidak sama saya isi
Vivo Bandarjaya,1,"Perbaiki apk verifikasinya, udah 5 kli tinggal nunggu verifikasinya aja ga di kirim"""
Lasiman Mesonet,5,Sangat membantu program pemerintah ini
Agus Salim,2,Kenapa skrg stlh update ssh banget koneksi sllu eror
Hna riaa,1,dari tadi gue masukin no TLP verifikasi gada notif anj ..
Pengguna Google,5,Sangat membantu pengecekan pembayaran
Ti&tv,4,"Bagus, tapi sayang tiap pada saat keluar harus ribet lagi masuknya"
Ferdiansah Suhanda,1,"segala macem dipersulit ngadu ke wa yg bales bot,call center gada suaranya,gada yang becus"
Abid,1,Aplikasi gagal.. susah amat mau login
Feri Setiadi,4,Dengan ad x mobile JKN lebih mudah cek status dn pindah faskes
diki hadisuara,5,Sangat membantu.dan sangat mudah di gunakan
agus setiawan,5,Sangat membantu dan memudahkan akses masyarakat utk ke klinik kesehatan
Listya Risha,2,Tidak bisa login
Ashari Hilda,1,"nomor baru buat daftar katanya sudah di pakai,tolong di perbaiki lagi."
Gaza Kian,1,Biaya Kode otp hrsnya jgn di bebankan kpd pengguna.. Klo lg gk ada pulsanya gk bs login dong..?? Cb ksh opsi via email.. Ini aplikasi paling bobrok IT nya.. Nyusahin rakyat..
Edi Kusno,5,Lebih cepat dalam pelayanan
Tri Mulyati,3,sistem nya tolong di perbaiki lagi sering gangguan server mo ambil no antrian loading terus🙏🏻🙏🏻
Suheli,1,Buat log in aja susah nya minta ampun hapus aja dari playstore
roni royani,5,Sangat memudahkan
Mariman Klubuk,1,"TIDAK BISA DI UPDATE, BAGAIMANA INI?"
widiya astuti,1,"Bagaimana ini udh daftar tpi gk bisa login,udh dicoba beberapa kali ttp GK bisa,"
Andhika deo Ramdani,1,"susah banget mau regis,OTP dari kemaren ga dikirim²,masih bagusan game tahu bulat"
Andini Tiara,1,"Capek sama ni aplikasi bikin emosi doang,udh berkali2 dicoba ttp gbs buat verifikasi padahal ada pulsanya"
Mass Arif,5,"Aplikasi nya sudah normal.. Makasih Devoler sudah memperbaiki bugnya.. Owh iya bagi anggota yang lain jika mengalami kendala ""SUSAH LOG IN"" saran saya Nama perserta di isi Nomere Kartu BPJS nya yang sesuai.. Lalu pilih LUPA PASWORD.. Lalu isi email aktif dan cek pemberitahuan masuk di email.. Setelah sudah pilih LOG IN dan jgn lupa ganti kata sandi di profil dengan kata sandi baru Sekian info dari saya semoga bermanfaat dan thanks sudah di benerin BUG nya.. Kedepan semoga makin lancar aamiin"
Fardi HMNS,5,Bagus sangat membantu
Pengguna Google,1,Aplikasi maunya apasih! Login susah amat. Email passwd salah mulu udah 2 bulan gabisa login.. jangan konyol lah ! Diupdate malah makin ngaco. Saya bayar loh ini. Segera diperbaiki harusnya
Samudra Yudi,5,Aplikasi yg sekarang jauh lebih baik dari yg sebelumnya..mantap 👍👍
Mas Dwi,2,"Saya tidak bisa login dari kemaren, solusinya gimana? ""Capchta yang anda masukan salah"" padahal udah bener"
Sujianto bin Suyono,1,Pelayanan BPJS kesehatan sangat tidak profesional sama sekali Beginilah pelayanan plat Merah di negeri ini. Awal Januari kami tidak bisa bayar premi disemua tempat dan cara. Keterangan tidak ada Tagihan. Awal Februari ini kami chek di aplikasi ada Tunggakan 2 bulan! Telat bayar salah ! Tertib bayar masih juga salah.
yhanni elfauzi,2,terus aja gangguan bikin muak
Sigiet WRP85,5,Bagus.. sangat memuaskan
Ade Rifanda,5,Sangat membantu
Gus Itsna,5,Benar-benar mudah dan respon cepat
Rahman Ibrahim,5,Mantap dan sangat mudah di gunakan
Wisnu Prayoga,3,Sejauh ini tidak ada masalah
Pengguna Google,5,"Sangat membantu sekali untuk pelayanan masarakat, disaat sedang ada babah kovit19"
Pengguna Google,5,sangat membantu...masyarakat
Ahmad,1,"Buruk,, verifikasi melalui email tdak bisa & verifikasi melalui no.hp malah no.hp saya angkanya d hilangi 1 dri apk.y,,, g jelas ini aplikasi"
Jay Sen,2,Beratus kali di ulang2 selalu di tolak dgn alasan no nik dan ktv tdak terdaftar di cavil..apl apaan ini..kyk di buat mainan aja
Hesti Sintia,3,Kenapa ya mobile jkn yang saya download tidak ada untuk pendaftaran auto debet nya
Pengguna Google,2,kena captchanya ga ada gambarnya ..mohon jawabanya
Rifal _,1,"OTP no telp g pernah terkirim tp untuk otp email so far oke tp tolong lah perbaiki di bagian otp telp,ktanya apk ""pemerintah"""
Pengguna Google,1,Apa apaan nih di update login capchat salahbterus gk bener
pradityo Larinci,1,Kirain di hp saya doang error. Ternyata developernya juga error. Ya Ampun.. Nyesel update. Realme 5 Pro. Android 10
Oshe Behel,1,Tiap mau liat premi..harus update mulu knp siy
Vebri Prasetyo,1,"Ribet bgt pake apliksai,mau aktifin jkn mobil aja harus pake no hp.kenapa gk pake email aja yg mudah"
Kaisar Echo,5,Mempermudah akses pelayanan
Febrianto Rici,5,Mantap ...NKRI...merdeka....app yg bagus.....
Quratul Aini,3,Masa tiap bulan harus update aplikasi terus
Bunda Syafaat,5,pelayanan nya sangat cepat
Awaludin Libra,1,Susah masuk pake nmor hp malah for close tolong di perbaiki
Puji Ono,5,Membantu sekali tanpa harus antri
Marshal Troya,1,Setelah di update malah gagal login terus.. bilang password salah padahal password nya emang itu dan gak pernah dirubah.. aplikasi koplak
putra puding,4,Aplikasi gak guna.baru buat beberapa bulan sudah dinonaktikan dari kepesertaan JKN PBI.padahal sudah dibuat priksa ke pukesmas 2x.masak iya orang sehat gk sakit tiap hari tiap bulan suruh priksa ke RS ke pukesmas demi aktif dalam peserta JKN PBI.kalau membantu masyarakat kalangan kebawah jangan setengah hati.buat apa program pemerintah kalau tidak dapat fasilitas kesehatan yang menjamin untuk warganya.kalau tidak bisa mengelola hapus saja aplikasinya.apa gunanya kerja sama sama pandawa kalau bug
Nur Azizah,3,kode otp gak masuk2 ternyata harus ada pulsa. pas udah bisa eh verifikasi wajah lama banget gak pas2 wajahnya di layar
Ammank Tanete,1,"Aplikasi gak guna, hp nggak diroot terdeteksi root 👎"
Solihin,5,Sangat membantu 👍
Eman Sulaiman,1,Aplikasinya erorr saya tidak bisa login tolong diperbaiki
Surya Saputra,4,Mudah di pahami
danang putra,1,Makin buruk aja aplikasi.udah punya akun dari dulu di bilang belum terdaftar
Emoell Gunbackyour,5,Semoga Terus makin sangat baik dan mudah pelayan nyah
Yedice Yahuda Kamangmau,5,Sangat bermanfaat
Ananda,5,Sangat membantu
herry sandyy,1,"no vn yg mana, aplikasii JKN kluar2 sndiri,chat akun sosmed sama sini dr kmren jrg ada yg respon ,pak kerjaan admin sosmed ny ngapain? nonton bokep?"
Yhamiend Leo,1,Apk gk berguna.
Ceoz Btsas,1,Nungguin code captcha nya seharian juga buffering doank..Uda di turn off data connect lagi pake wifi pn sama ajaa.. menyulitkan sekali
Yoris Edo,5,Kalau bisa bpjs ks buat spt bpjs TK. Ada dana yg bisa kita cairkan nanti d masa tua. Saya pribadi sampai detik ini blm pernah gunakan bpjs ks. Karena saya menjaga diri saya agar tdk sakit. Seharusnya bpjs ks bisa berikan apresiasi kpd masyarakat yg rutin bayar iuran tapi dia ga sakit (jaga kesehatannya). Klo bisa apresiasi itu d berikan d masa tua atau setiap 3 tahun sekali. Jdi warga yg tdk pernah berobat dgn bpjs ks. Mendapatkan reward. Karena banyak juga org sakit karna tdk menjaga kesehatan.
Warsito Mudzakir,4,Cukup membantu.masyarakat
Ahmat Ella,4,bagus sangat membantu
Alika Ufairah,3,tudak bisa di buka karna root apa coba dan gimana cara mengatasinya
Bimara .A,1,"Aplikasi pemerintahan ga bener, menyusahkan verifikasi gabisa"" malah disuruh ke kantor. Fungsinya verifikasi online apa kalo gitu?, perbaiki lah jangan korupsi Mulu otak lu tua bangka. Niat gw mau tanya ke LIVE CS di APK soal verifikasi, ini malah ga ada layanan chat CS nya. Bukannya mempermudah masyarakat malah mempersulit hadeh. Tua bangka bodoh otak Lo korupsi doang x, programer tuh lu bayar yg bener biar aplikasi berjalan lancar."
Pengguna Google,1,Masih sering erorr....
Sihlumintu Setjo,1,untuk dartar aja kok sulit ya.tidak bisa di biometrik tidak bisa di buka
Sayyidatul Maghfiroh,2,"Mau masuk ke aplikasi captcha tidak tebaca, lama sekali Terus ketika daftar pertama, nomor kok bisa tidak sesuai Padahal dari awal pengguna juga belum tau nomor siapa yg dicantumkan di aplikasi. Mohon diperbaiki. Untuk memudahkan pengguna."
Capt JackS,1,"APLIKASI SAMPAH, TOLOL NYUSAHIN"
MadJungler,1,aplikasi ada bug nya... HP normal tidak di root tapi muncul notifikasi HP di root... mohon segera di perbaiki karena ini sangat mengganggu karena tidak bisa membuka aplikasi
Fan Arts,1,"Keseringan update tapi masih sering juga error nya.. Buat cek premi doang ga bisa.. ""muncul transaksi tidak dapat diproses"".. apalagi mau dibuat yg lain2.. app paling ga jelas di hp gw.. app toko onlen aja jarang bgt error nya.. bpjs jgn mau kalah dong.."
Marini zk,5,Sangat membantu
Pengguna Google,5,Sangat membantu dan bermanfaat . Terima kasih Mobile JKN .
Ade Tirtana,5,"Alhamdulillah, aplikasi lancar, tidak perlu datang ke kantor BPJS, sangat membantu"
Hikmah Latul,5,Lumayan membantu
Kucing Lucuuu,1,Aplikasinya banyak problem ya dari dulu sampai sekarang huhu
mace shadow,2,"Sebenarnya sangat bagus.,,cumak tiap update bukannya malah bagus,tapi menurun"
Achmad Sobari,5,"Terima kasih JKN ,sangat bermanfaat buat kami & keluarga. Dengan adanya jkn mobile sangat bermanfaat & praktis saat di gunakan."
Tegar Bagus,1,Ngabis ngabisin pulsa sama kuota
Dudul Legit,5,"Semoga jauh lebih baik lagi, semangat!!"
Daliman Ngayogyakarto,1,Tolong aplikasinya diperbaiki. Kami kesulitan utk melakukan pendaftaran pelayanan (antrean) utk jadwal kontrol krn ketika memilih menu pendaftaran pelayanan (antrean) tdk ada pilihan yg tersedia kecuali hanya info riwayat kontrol yg sdh dilakukan bulan yg lalu shg kami tdk bisa melakukan pendaftaran
Pengguna Google,5,oke banget sangat membantu jadi ga usah pergi ke bpjs
Nur Daya,2,"Maaf, bukannya fitur atau fungsi aplikasinya jelek, tapi saya ridak bisa login sama sekali, tiap saya login aplikasinya menyuruh saya untuk login kembali, tiap saya berhasil login tapi di suru lagi login ulang dan begitu terus rerulang... saya sudah install ulang apknya tapi tetap masih begitu.... jadi tolong perbaikannya"
Mariana Elisabeth,5,Sangat membantu
irfan ade,5,Sementara masih belom menemukan masalahnya
doyok scooter Gaming,2,ngirim verifikasi aja alama banget
Sri Purwati Asep,1,"Susah login,bolak balik bolak balik padahal gk ada yg salah. Bpjs....."
AGUS SETIAWAN,5,Sangat membantu
Sella Amelya,1,"mau cek keterangan kenapa BPJS ditangguhkan melalui aplikasi ini, tidak bisa karena harus autodebet dulu. daftar autodebet tidak bisa karena ""nomor kartu tidak terdaftar di BIN"", tidak bisa bayar, tidak bisa cek status, sudah bayar melalui TOKPED, status masih tidak aktif penangguhan, ingin cek permasalahan melalui JKN tidak bisa karena harus autodebet, autodebet tidak bisa karena tidak terdaftar di BIN. Begitu saja terus. saran, punya anggaran besar itu dimanfaatkan, kembangkan aplikasi dgn bnr"
Vita Handayani,5,Aplikasi JKN sangat membantu..
Lestari Aretha,2,"Nama saya terdaftar di BPJS PBI ,Nama dan NIK nama saya krn 1KK sdh dpt semua,saat saya ngurus ternyata NIK dan nama saya diklik alamatnya berbeda,ketika saya minta dirubah alamatnya biar saya bisa memakai kartu BPJSnya ternyata nggak bisa,sdh minta surat rekomendasi dr kelurahan,kecamatan,dukcapil tetap nggak bisa,setelah saya tanya knp kok alamatnya bukan alamat saya sesuai dengan data di dukcapil pihak BPJS tetep kekeuh itu bukan punya saya,pdhl jls2 NIK dan nama sesuai di KK.MOHON SOLUSINYA"
unknown,5,Sangat membantu
Pengguna Google,2,Minta update terus
Heru Hidayat,5,bisa daftar online.
Jhoena Edhye,5,Simple dan mudah untuk digunakan
Sunanto 4615,2,"Apl nggak bagus susah buat login,"
Siti Kulsum,5,lebih efisien dan praktis semoga kedepannya bisa lebih baik lagi dalam memfasilitasi peserta untuk kemudahan dalam segala hal
Jagad Akbar,1,"Tlg di perbaiki, eror terus setelah update"
Darma Nita,5,Sangat memuaskan
Djajat Gembira official,5,Semoga bermanfaat. Dan mudah mudahan dipermudah dalam pelayanan nya
Lia Guswita,1,tiba2 layar hitam saja
Delima Pakpahan,1,"sudah 3 jam mau mendaptar tapi igak bisa"" asik oflain , kalau kayak gini caranya apa kebijakan dari pusat , tolong kerja samanya kita mau mendaptar aja di persulit gini"
Pengguna Google,1,Kenapadengan aplikasi mobile jkn nggak bisa dibuka padahal kami baru instal aplikasinya
Asep Setiyono,5,mantap sangat bermanfaat
Arbaa Ilham jaya,1,"aplikasi sangat membantu , membantu membatalkan puasa saya bikin budrek daftarnya"
M Habibi,5,Sangat membantu
Pengguna Google,3,Apa kartu bpjs bisa di gunakan di daerah lain.??????
Naifakhanza Ramadhani,5,sukses terus JKN untuk kemudahan masyarakat berobat dgn aplikasi yg hebat
iryan Prasetyo,5,Sangat memudahkan untuk mengakses semua fitur
Wan Abu,5,praktis dan sangat membantu
Transsiono,3,"mengapa tdk ada opsi ""tdk tahu""?"
septian tubagus syahrizal,1,"mau daftar juga harus ada pulsa hadooooh ,malah mempersulit"
Bayu Thofa,1,Update apdet terooos...
yadi hermawan,5,Sangat membantu
Basuki Rahmat,5,Aplikasi makin mantap
Riza Muhaimi,1,Kenapa kode OTP sms tidak bisa saya terima sedangkan nomer aktif
Pengguna Google,2,Ini kenapa tidak bisa di proses setelah update ??? Tolong perbaikan nya cepat !!
Ezion Serewi,1,"Update tambah jelek, dari sebelumnya"
Pengguna Google,1,"Maaf sebelumnya no peserta bpjs saya terdiri atas 11 digit,, tapi kenapa pas mau register minta 13 digit"
Rochmad 1,1,"Kenapa aplikasinya sekarang susah dipakai?password benar,NIK benar tp ndak bisa."
Nunum Kids,1,Bosok tnan .. diaktivasi ora iso di login apa mnh ... email udh dipkek org lain lah .. gak ke akses lah ...kalo gak niat bikin aplikasi gg ush bikin
Mulia Muli,5,Sangat bermanfaat
Adiez Adrian,1,"terlalu membingungkan, susah buat masuk aplikasi, udah coba berkali-kali login tetep aja tidak masuk, terlalu ribet"
Hans Briegel yosnal,5,"Lebih memudahkan. Saran saya dibuat lebih fleksibel tentang pengaduan atas sarana maupun pelayanan tempat perobatan contoh puskesmas,klinik maupun rumah sakit."
Moh Soleh,5,"Mantap sangat membantu untuk keluargaku semua,,"
red black,1,daftar anggota baru bpjs macet pada saat pemilihan kelas
Kasiran Sunarti,1,aplikasi pemerintah tapi amat sangat buruk. sistem sering sibuk dan lemot
Richat Yanuar,1,"Mau daftar/bikin KIS,eh malah gak bisadi bagian masukin faskesnya,katanya koneksi gps gagal,padahal gps/lokasi udh diaktifin,koneksi internet lancar,pas dicoba lagi tetap gak bisa ""permintaan anda tidak dapat diproses"",hadehh lagi urgent padahal masih aja dipersulit."
Pengguna Google,2,"parah ini sih, awal download bisa masuk. setelah keluar trus msk lagi, malah gabisa masuk. muter trus. padahal koneksi wifi lancar, pake internet kartu jugak kuota banyak. ttep gabisa masuk. tolong mimin kasih solusinyaa.."
juwita kristanti,1,"Captcha yang anda masukan salah mulu, kita belajar membaca menulis bapak ibuk, yg bloon system anda... Cuoksss"
A M RUKMAL N RUKMAL,5,Sangat mudah dan membantu masyarakat
Rio Ganda,5,Bagaimana cara ganti no hp yg sudh terdaptar
MUSH be (Angga Frasetia),5,"sudah bagus dari sebelumnya, tapi masih ada yang harus diperbaiki seperti masalah : 1. setelah update alamat di mobile jkn, tidak langsung berubah untuk alamat di kartu bpjsnya. 2. Hotline harus nomor yang pasti dan aktif. 3. Fitur Penambahan Anggota dipermudah dan lengkap secara mandiri."
Dodi Triharianto,1,Daftar nya susah.masuk........bolak balik trusssa.....
Pengguna Google,3,Lumayan membantu. Masukkannya lebih tingkatkan fitur ketersediaan kamar untuk pasien rawat inap. Dan prioritaskan untuk pasien yang akan melakukan jadwal operasi.
Robinson Aritonang,5,"Aplikasinya cepat dan tidak ribet, klu bs di simpelkan lg."
Siti Rofikoh,5,Berguna sekali mudah digunakan
Pengguna Google,4,"Halo JKN! Saya anggota JKN mandiri,kenapa sudah sekian lama hampir 6bulan sejak tanggal pendaftaran anggota.. Kartu Bpjs anak saya belum jadi.atau mungkin belum dikirim ke alamat pendaran.?? Bukan kah mendapatkan kartu anggota itu adalah Hak setiam anggota Bpjs mandiri/pekerja... Sekian keluhan saya...!"
agungebtanasrulloh agung,5,Cukup membantu
tri maharani,5,Oke sangat membantu
Arfan Irawan,1,Buruk daftar online juga susah bgd
RuthMaria Monika,5,"Terimakasih, semoga selalu bermafaat"
Adang Sulaeman,1,sistem pelayanan sering eror.. rujukan faskes 1 masih berlaku tapi di jkn mobile rujukan tingkat lanjut untuk ke rumah sakit nya tidak ada..jadi tidak bisa daftar online
Efri Afifah Lubis,1,Bisa daftar gabisa login aneh
Arroza Mstyle,1,Ini aplikasinya minta upgrade terus gimana sih...masak sekelas BPJS punya aplikasi ky gini aauuuhhfffff.....🤦‍♂️🤦‍♂️
Heavens Cafe,1,Aplikasi ini bikin naik darah.. yg butuh pemeriksaan harus berperang emosi melawan apk ini. pemerintah klo bikin apk gak niat. tolong lah diperbaiki. mana tiba² kartu tidak aktif
Taqo,5,"Wah membantu sekali ya, mantap mamang"
Natanael puji,3,"Viturnya saya suka, cuma terlalu sering update dan jika tidak d update ga bisa d buka. Memaksa untuk update"
Mamah Arsha,1,Kok aplikasi ini gak jls ya. Keluar2 mulu suruh update padahal udah.!
irwan wijayanto,1,Update terbaru tambah ga bisa login !!! 8 Agustus 2022 update terbaru tambah nggak bisa masuk
Dede Soegiharti,4,Lemot aplikasinya
Daeng koro,5,daftar jadi lebih mudah... pelayanan mantap
Taufiq Tri Adi Sunarko,5,"Alhamdulillah memudahkan, aplikasi yang bermanfaat"
Erwin Daccing,1,"Captcha yang Anda masukkan salah. Captcha yang Anda masukkan salah. Captcha yang Anda masukkan salah. Captcha yang Anda masukkan salah. Gitu aja terus. Aplikasi sdh di uninstall berkali-kali trus install ulang lgi, tetap saja begitu. Ngabisin kuota. Serius gak ya 🤔"
Rizal Dwiki,1,aplikasi gak jelas kirim verifikasi OTP gak terkirim kirim ke nomor kami
_ Akagami09,1,"Gimana ini? Saya ga bisa login. Nik benar, sandi benar, kode udah benar. Kenapa tidak bisa masuk"
Ilhm Prstyo1818,1,"KIS DIGITAL INI sudah dan menyusahkan daftar nya, vermuk saja ber puluh"" kali gagal, padah sudah mengikuti perintah."
Usman Effendi,4,"Sejauh ini aplikasi sangat membantu,cuma kadang2 loading agak terlalu lama"
Reza Apriady,1,Kok tdk pernah berhasil register akun
oom eva rofikah,1,Kenapa nunggu virikasi aja sampai 2 hari gak muncul2 apa gak di proses ya apa harus nunduk kuota habis motong petunjuk nya
Machmud Badaruddien,5,Sangat2 membantu dan memudahkan proses aktifitas di bpjs.. Terima kasih
Dara Pusparani,5,Ga bisa milih jadwal padahal udh di klik
Sabri Rachman,5,Sangat membantu swadaya masyarakat
Pengguna Google,5,Mudah dipahami
Nanang S,5,"Aplikasi nya jelas dan mudah digunakan, semoga BPJS dapat terus membantu masyarakat yang kurang mampu terutama dalam bidang kesehatan"
ahmad lahmudin,5,"Walaupun ngurus akun yg blm terverifikasi nya ribet, tp klo udh beres mh jdi mudh semua.."
Irpan Fals,5,Terimakasih jadi gampang
Vidi P,5,Mempermudah pelayanan dan informasi
ilham Travis,3,Jadi ga bisa login
Ayu Maulana,1,Makin sulit cek saldo BPJS dan nik nya
nimatus s,1,"Tidak bisa buat regustrasi, selalu ada notif silahkan ulangi beberapa saat lagi, padahal daftar di jam ran hari kerja"
Diki Muhammad Iskandar,1,"Gagal register katanya tanggal lahir peserta beda dengan di BPJS.. ini bagaimana, padahal tgl/bln/thn lahir saya udah benar... Aplikasi nya eror kah??"
Aprilia Susanti,5,Memudahkan segala aktivitas yg pernah d lakukan mengecek ulang semua riwayat
Almahyra Bisro,5,"Aplikasi ini sangat bagus dan membantu,,lebih mempermudah kami sebagai pengguna layanan BPJS terimakasih"
orangdIsini,1,aplikasi terjelek sistemnya rusak saya mau ubah faskes karna urgent malah gabisa tolol keburu mati baru bisa kode otp setahun ga dikirim kirim
Mbah Jan,1,mau verifikasi kok gak bisa.
Riko Rianto,2,"No verifikasi nya kog gak dikirim2 yaaa,,sistem ngapain ??? Wakk"
Pengguna Google,2,"Saya coba login tapi yg tertera adalah bacaan ""nik anda telah terdaftar"" mohon bantuan na dong agar sya bisa login bagaimana. Karna selama ini saya ngurus bpjs selalu bayar org. Mungkin yg sya suruh itu verifikasi smua data saya k hpnya. Tolong bantuannya"
Abek Baehaki,2,Semoga bisa semangkin membantu masyarakat bawah
Erky Yudiawati,5,Bermanfaat sekali...
Chanel penuh canda tawa official,1,Verifikaai OTP no Handphone tidak bisa (no verifikasi tidak terkirim kirim)
Dede Driani,4,Untuk saat ini masih ok
AZ gaming,1,Gagal terhubung ke server terus dah dari awal cekin sampe sekarang mohon di perbaiki lagi
Dian Sari,1,Ko saya bikin 3 bpjs ko yang datang cuman dua kartu doang ad aph nih kk tolong di perbaiki lagih kk 😡
Gana 3,1,Negara kok bikin usaha cari untung dari rakyat. Cuih
Ade Irwan,1,Terlalu sering update. Tolong diperbaiki dulu
Bambang Yulianto,1,Nunggu kode sms kaya nunggu dapat bansos
Darsum haryanto,3,"Saya ga bisa login, keterangan nya no hp ga sesuai mulu, gimana cara nya ganti no hp"
Ar Dila,3,"Aplikasinya Sering Down, Giliran Sudah Check In Di Rumah Sakit, Terus JKN Nya Ada Masalah, Suruh Nunggu Lagi, Sedangkan Yang Sakit Butuh Cepat Di Tangani 😡"
KAFA Bih88,1,gajelas verifikasi nya nggak dikirim kirim
basri al rizky,2,Saya lupa password tapi mau ganti password no hp sudah ganti gmna caranya
Studio Keluarga SerKe,4,Sejauh ini baguslh
Suci Mariyah Ulfah,1,"Mana bisa antre periksa kalau ""permintaan anda belum dapat diproses"" terus"
Agin Virdausi,5,Sangat membantu
Wridian Rahmawati,1,Kenapa si harus di upgrade trs 🙄 load ny juga lama bgt
Adiba Shakila Atamrini Official,5,Sangat membantu...
Rahmat Gilang,1,"Mengapa data yg saya masukkan sudah sesuai dengan ktp dan kis, namun ketika saya registrasi tanggal lahir saya tidak sesuai apakah ada kekeliruan dalam pengambilan data atau bagaimana ? Mohon arahannya"
Gracia sfs,5,Sangat membantu
Anhari Graen,1,Susah login nya
Bima Traveler,1,"aplikasi logout sandi salah, bukannya mempermudah malah mempersulit org mau berobat,"
asep krisdianto,5,Terimakasih untuk semua
SUROTO OTORUS,5,Sangat membantu
Ufiq Satu,5,Saat ini pelayanan lancar. Semoga kedepannya tambah baik dan lancar
Mr.703y Baim,5,ok. jadi semakin mudah untuk registrasi
Bambang Wibowo,5,Bagus ini bs membantu
Dead PooL,1,Buat daftar tidak bisa. Di karenakan tidak ada pesan masuk yang dikirim ke nomor saya. Untuk verifikasi
Edi Setiawan,5,Sistem Layanan yang Praktis dan Profesional
Pengguna Google,5,Sangat bermanfaat sekali utk ko trol kesehatan.
Pengguna Google,1,Ini gimana password nya. Password dari mana?? Ini bapak ku gak dapet BPJS
Endri Sukmawijaya,1,"Apaan minta kode verifikasi lewat nomor GK muncul"" aneh"
Pradhita Novia zahrani19,1,Aplikasi gajelas masa maudaftar udh verifikasi muka gagal mluuu sklinya bisa malahan keluar sdri
Malik Ismail S,1,"saat verifikasi wajah belum sempat senyum/kedip udah langsung verifikasi, ya gimana mau berhasil verifikasi."
Pengguna Google,5,Luar biasa banyak manfaat
Nano Biwarts,1,"Update terus, tp makin lemot. Di update buat bikin lemot apa......??????"
Ismeyyy Amalia,3,"Minta update trss apk nya setiap mau masuk ,kocak bngt orng lagi buru"" dia malah sibuk minta update"
Dyah Ayu,1,"Update terus, loading lama"
Risone Moch Ali,5,"Mudah dan simple, sangat membantu kita dalam mengetahui"
Vilomena Yuli,5,Sangat membantu. Terima kasih..
Ahmad Yusup Sunarya,5,Aplikasi yang baik untuk pelayanan kesehatan yang terbaik.
arminda avisena,1,"Uang tagihan dibayar tiap bulan, fasilitas jarang dipake, servernya diurus ga sih? Mau login aja susah banget!"
IrmaNia TriAuliani,1,"aplikasi nyusahin, harus daftar aja verifikasi wajah butuh waktu 1jam, itu verifikasi apa shooting"
evil nagasaki,2,Mohon maaf ini aplikasi minta upgrafe trs tiap login tolong d perbaiko bug nya.
Pengguna Google,5,Semoga dapat membantu dengan adanya mobile jkn ini agar dapat dengan mudah cara kerja bpjs jkn mobile nya terima kasih dan kedepannya semoga lebih bermanfaat bagi banyak kalangan masyarakat sekitar
Agus Hadi,5,gampang sekali
Azhar Nian,3,"Saran : app nya dibuat multiple akun, jadi klo 1 rumah pnya 3 kk tidak harus logout"
Roby Saputra,5,"Terimah kasih, sangat mudah untuk berobat"
Aini Rafifabi,1,kalau ada yang mudah kenapa di persulit
Lie nath,5,Membantu sekali aplikasi kesehatan JKN
Indra Wahyudi,5,Sangat membantu
Miftahul Arifin,1,"Ini gimana si, dari kemarin kemarin mau di buka susah amat. Transaksi belum dapat di proses. Cuma gitu aja tulisannya. Harusnya langsung di perbaiki"
Andi Dean,5,Sangat mudah dan praktis
Pengguna Google,2,"Saya sudah punya kartu KIS tapi pas saya isi data lengkap saya di pendaftaran, tanggal lahir saya salah terus.. Padahal sudah sangat sangat sesuai dengan kartu saya.. Tolong infonya..."
Ramadhan Hensaputra,1,"Aplikasi pemerintahan tapi bobrok, makin di update makin banyak masalah, duit kebanyakan di korupsi sih. Jangan di download aplikasi begini, TIDAK BERGUNA"
Rohimi Armaja,1,"Namanya juga aplikasi pemerintah membuat susah rakyat , susah hidup di negeri Konoha , BPJS gak guna sama sekali ,yg bayar di prioritaskan yg dari desa gak di layani ,buat apa ada BPJS , gini nih kalau presiden cuek pada kebijakan nya sendiri,sudah bikin kebijakan tapi di cuekin gak di liat masalah apa yg ada di rakyatnya, smoga kembali ke masa kerajaan"
Yeni Pujiastuti,2,sering eror bikin pusing
Zack Sparrow,1,"Nomor telp. susah untuk mendapatkan kode verifikasi.. kenapa ga lewat WhatsApp? Kenapa harus lewat ponsel jaringan? Udah berkali² minta kode verifikasi, ga dapet²... jaringan bagus padahal, tolonglah di upgrade lagi apknya"
Jawaee,5,Pandawa telah banyak membantu untuk proses penyesuaian data
Robertus LanTaka,5,Terimakasih pemerintah Indonesia🇮🇩
Mul Yady,5,Terima kasih aplikasi sangat membantu
Muha Mmad,3,"Haduhhhh,,,, mau log in susah amat ya masuk nya, padahal aplikasi sering di update, tolong dong di permudah biar bisa log in, tambah bintang 3 nih, kalau bisa"
Zanuar Firmansyah,5,Bagus sangat mudah
Bandi,5,"Mantap,sangat membantu"
